code,prefecture,city_en,city_jp,pop_2025_m,pop_2025_f,pop_2025_total,under20_2015,under20_2016,under20_2017,under20_2018,under20_2019,under20_2020,under20_2021,under20_2022,under20_2023,under20_2024,under20_2025,under20_cagr_10y,age2039_2015,age2039_2016,age2039_2017,age2039_2018,age2039_2019,age2039_2020,age2039_2021,age2039_2022,age2039_2023,age2039_2024,age2039_2025,age2039_cagr_10y
131067,Tokyo,Taito,台東区,109947,106137,216084,23174,23462,23701,23931,24190,24301,24130,23639,23522,23635,23734,0.0012815458299908489,55559,55842,56020,56840,58300,59687,60166,60349,63551,67456,70081,0.025557287708298126
131075,Tokyo,Sumida,墨田区,141451,145851,287302,36062,36756,37237,37588,37787,37717,37446,36831,36581,36606,36346,-0.0012455926024824704,75974,76719,78167,79837,81145,82829,83004,83203,86912,90752,93090,0.021723409857258735
131083,Tokyo,Koto,江東区,265630,276055,541685,79580,81770,83164,84722,85723,86101,86540,85974,86229,86463,85656,0.005172090059715195,135465,135383,134634,135091,135131,134942,136264,134632,138453,142055,143920,0.006817555663105601
131091,Tokyo,Shinagawa,品川区,202245,210541,412786,52178,53752,54983,56262,57674,59223,60425,60356,60224,60314,60436,0.013107839686561595,114459,115086,115374,115939,118400,120740,121287,117700,117244,119549,121900,0.006411730090122303
131105,Tokyo,Meguro,目黒区,132760,148640,281400,37063,37730,38345,39237,39749,40167,40292,40011,40114,39879,39984,0.006467920586902931,87101,86231,85523,85112,84815,84595,82760,79675,79279,79612,80561,-0.007528747077137687
131113,Tokyo,Ota,大田区,368378,372141,740519,105899,106734,107019,107432,107774,107393,106365,104698,103335,102063,101113,-0.0059931970100448595,201547,200613,201082,202627,204663,206932,205524,201556,202178,207482,213300,0.006836814645609035
131121,Tokyo,Setagaya,世田谷区,436905,486305,923210,135106,137364,139714,141316,142872,143605,143516,142769,142112,141554,141061,0.0029552564318591212,258736,257201,255286,253223,252412,253166,250383,244360,241864,242067,244252,-0.005723270567361771
131130,Tokyo,Shibuya,渋谷区,111018,120384,231402,26592,27560,28291,28980,29772,30425,30618,30691,30524,30342,30361,0.01081286814193283,73269,73175,72607,72407,71688,71991,70715,68413,68134,68520,68499,-0.007310335881051122
131148,Tokyo,Nakano,中野区,172721,168601,341322,37015,38007,38691,39237,39502,39912,39763,39477,39688,40426,40817,0.007956856413772417,110503,112143,112922,113740,114397,115261,113173,109965,110615,112401,114778,0.0025838864150260488
131156,Tokyo,Suginami,杉並区,277809,299337,577147,73506,75168,76585,77638,78654,79856,79659,79497,79702,79700,79592,0.006374450527058206,174624,174848,174816,175100,175022,175081,171834,167009,166295,166735,168802,-0.003902431715771204
131164,Tokyo,Toshima,豊島区,147717,146927,294644,32504,33279,34064,34563,35312,35516,34773,34065,35094,35618,35943,0.008593131116353847,97397,99588,100564,101352,101689,101049,98107,94770,97967,99665,101733,0.002370589725321004
131172,Tokyo,Kita,北区,179986,182103,362089,45263,45950,46750,47264,48293,48736,48465,47972,48288,48773,49250,0.00773593769485692,97017,98058,99601,100746,102490,103037,101956,100548,102526,105066,107801,0.010580896432560216
131181,Tokyo,Arakawa,荒川区,110539,111739,222278,31685,32114,32439,32730,32821,33036,32673,32107,32144,32275,32147,0.0001141244678175557,59251,59672,59847,60016,60346,60506,59492,58884,59645,61578,64201,0.008161557422594168
131199,Tokyo,Itabashi,板橋区,283229,295685,578914,81526,82715,83556,83832,83927,83716,82398,80772,79834,79614,79126,-0.0049167005341148595,157044,158310,159739,160364,161889,163533,161465,159119,160096,163445,168571,0.0070023906560570115
131202,Tokyo,Nerima,練馬区,360504,385423,745927,120380,120466,120630,120679,120168,120138,118779,117344,116470,115748,115366,-0.004794897838198531,197495,196740,196182,196749,197491,200426,199256,196764,196608,197433,199332,0.00145535981106093
131211,Tokyo,Adachi,足立区,349165,349111,698276,112152,112188,111392,110572,109589,108231,106128,103697,102066,100684,99845,-0.012867283012913178,167899,167319,166706,167727,168994,170510,170491,170269,172834,176337,181212,0.008902218540759455
131229,Tokyo,Katsushika,葛飾区,233991,235925,469916,73023,73166,73494,73493,73144,72888,71655,70430,69712,69366,69206,-0.006163512492755596,112042,112077,113277,114520,114783,115749,115034,114014,116185,118799,121408,0.00892522094849757
131237,Tokyo,Edogawa,江戸川区,348893,344677,693570,126260,126268,125793,125249,124277,123063,119732,116508,114209,112634,111045,-0.01417316892888354,182105,182528,183261,183178,183115,183373,181156,177450,177359,179277,182752,0.00013628223788408889
132012,Tokyo,Hachioji,八王子市,279079,280004,559083,99111,98401,97325,96190,94436,93228,91195,89562,88039,86321,84672,-0.0165576125881316,136364,133277,131131,129134,127353,125329,123757,123043,123158,122302,121426,-0.010293834887887598
132021,Tokyo,Tachikawa,立川市,92181,94076,186257,30596,30446,30593,30661,30578,30266,29996,29653,29302,29020,28675,-0.006636652786128461,46361,45778,45824,45644,45455,44996,44955,45117,45168,45111,45340,-0.001067649799417647
132039,Tokyo,Musashino,武蔵野市,70910,77124,148034,21494,21944,22204,22363,22755,22842,22957,23148,23268,23211,23040,0.005430031937033952,41752,41223,40672,40478,40379,39769,39451,38915,38217,37560,37541,-0.010342003653216691
132047,Tokyo,Mitaka,三鷹市,92633,97863,190497,30351,30715,31340,31499,31691,31635,31858,32007,31710,31599,31456,0.0026522453681974145,50832,50016,49846,49416,48678,48560,48378,47462,46541,45883,45581,-0.010263851372065536
132055,Tokyo,Ome,青梅市,65013,64092,129105,23296,22813,22225,21670,20952,20476,19779,19134,18527,17982,17621,-0.028285499870602027,29643,28806,28087,27393,26685,25850,25297,24798,24456,24104,24085,-0.019691806102561493
132063,Tokyo,Fuchu,府中市,130361,130637,260998,46807,47320,47487,47351,47177,46565,45880,45265,44615,43942,43327,-0.009747409890942693,67213,66566,65552,64512,63957,63207,62446,61888,61229,60814,61258,-0.009190780148935707
132071,Tokyo,Akishima,昭島市,57486,58146,115632,19448,19387,19304,19328,19239,19110,18925,18814,18846,18675,18667,-0.004196224399452331,27444,27044,26490,26161,25688,25330,25171,25193,25243,25330,25895,-0.0048123024069559595
132080,Tokyo,Chofu,調布市,116306,123042,239348,37532,37974,38693,39136,39570,39660,39389,39378,39213,38965,38669,0.0020172018668556113,61976,61416,61630,61847,62060,61726,61122,60101,59528,58832,58393,-0.005592566149230649
132098,Tokyo,Machida,町田市,209990,220180,430170,78237,77642,77401,76766,76034,74953,73715,72588,71645,70552,69613,-0.012055321540772712,95814,93265,91503,89494,87948,87154,86827,87242,87520,87493,87259,-0.007368738498492622
132101,Tokyo,Koganei,小金井市,61595,63579,125174,19279,19331,19653,19815,20062,20223,20504,20771,20754,20708,20752,0.007912540283163905,33919,33595,33666,33627,33661,33577,33823,33581,33137,32643,32587,-0.0033791456303966516
132110,Tokyo,Kodaira,小平市,96317,100482,196799,33910,34206,34401,34471,34811,34853,34662,34414,34352,34097,33749,-0.0014933593861198302,48091,47711,47491,47332,47571,47399,46919,45888,46366,45581,45099,-0.0062362407556821875
132128,Tokyo,Hino,日野市,94173,94304,188477,32195,32672,32665,32554,32331,32279,32014,31631,31267,31043,30744,-0.006735391406954561,45794,45369,44667,44416,44216,44190,44023,43808,43326,43116,43728,-0.004085013899427947
132136,Tokyo,Higashimurayama,東村山市,73872,77923,151795,26366,26043,25800,25536,25167,25026,24781,24561,24331,24097,23801,-0.00995252272903413,35024,33934,33178,32867,32400,32318,32109,31818,31709,31635,31611,-0.007848185386566953
132144,Tokyo,Kokubunji,国分寺市,63439,66061,129500,19967,19976,20157,20344,20724,20862,21098,21359,21446,21545,21833,0.00992571790787089,32741,32378,31980,31883,32282,32654,33111,33136,32998,32799,32694,0.0010797374983522179
132152,Tokyo,Kunitachi,国立市,36854,39225,76079,12419,12434,12392,12348,12319,12217,12042,11863,11739,11598,11456,-0.009061037527513194,18950,18861,18802,18588,18508,18419,18363,18219,18106,17842,17853,-0.006084164580280493
132187,Tokyo,Fussa,福生市,28555,28027,56582,9168,9070,8921,8761,8586,8458,8235,7902,7818,7794,7619,-0.019183294919487004,14786,14649,14616,14570,14527,13983,13592,13170,13093,13452,13746,-0.007044426556068739
132195,Tokyo,Komae,狛江市,39625,42423,82048,12249,12518,12681,12841,12900,13091,13024,12940,12849,12727,12650,0.001166191325226773,21292,21249,21145,21189,21217,21124,20797,20211,19749,19353,19315,-0.0105470786155748
132209,Tokyo,Higashiyamato,東大和市,41647,43349,84996,15722,15757,15607,15436,15260,14981,14765,14510,14264,14108,13908,-0.01377321335998416,19979,19423,18895,18284,17933,17525,17423,17279,17005,16905,16790,-0.016055760868172064
132217,Tokyo,Kiyose,清瀬市,36070,38941,75011,13065,13061,13034,12967,12813,12589,12472,12374,12146,12007,11912,-0.010179434715554048,16337,15875,15640,15693,15626,15381,15509,15522,15481,15468,15735,-0.000983739617543944
132225,Tokyo,Higashikurume,東久留米市,56338,59987,116325,20270,20276,20122,19927,19724,19570,19299,19162,19004,18765,18579,-0.009664771859792198,25770,25452,24771,24362,24076,23728,23580,23349,23062,22784,22615,-0.013045375350092314
132233,Tokyo,Musashimurayama,武蔵村山市,35172,35524,70696,14400,14282,14198,14084,14022,13923,13582,13306,12978,12606,12213,-0.017238470398521,16324,15939,15508,15444,15095,14774,14559,14424,14118,14161,14064,-0.01380938512381813
132241,Tokyo,Tama,多摩市,72420,75664,148084,24098,24026,23881,23869,23729,23573,23238,22666,22452,22060,21765,-0.010921412702664446,35379,34457,33707,32848,32125,31578,30836,30086,30166,29764,29813,-0.015956614755475274
132250,Tokyo,Inagi,稲城市,46914,47002,93916,17613,17725,18108,18236,18195,18174,18051,17984,17932,17754,17483,-0.0015262887240014011,20900,20590,20813,20586,20529,20690,20662,20833,20702,20646,20661,0.00038255584371582607
132276,Tokyo,Hamura,羽村市,27339,26787,54126,10485,10317,10206,10014,9812,9639,9349,9109,8879,8740,8462,-0.02178231506324968,13496,13038,12744,12369,11978,11716,11409,11394,11463,11436,11496,-0.013888104815522384
132284,Tokyo,Akiruno,あきる野市,39496,39748,79244,15177,14954,14679,14466,14256,13984,13670,13463,13148,12884,12527,-0.019484617752204447,17233,16718,16455,15854,15638,15459,15145,14969,14862,14708,14829,-0.013234012364040426
132292,Tokyo,Nishitokyo,西東京市,100219,106026,206245,33999,34053,33931,34034,34158,34400,34238,34040,33874,33597,33377,-0.0022254194544928385,49247,48546,48223,47893,47905,48502,48388,47275,46722,46343,46302,-0.0052447143568912225
133035,Tokyo,Mizuho,西多摩郡瑞穂町,16290,15723,32013,6116,6033,5883,5742,5610,5373,5193,5018,4896,4774,4671,-0.028029801845407487,7599,7532,7325,7176,6877,6619,6476,6383,6284,6254,6258,-0.02037838112263901
133051,Tokyo,Hinode,西多摩郡日の出町,7920,8141,16061,3021,3065,3087,3091,3040,3037,3033,3002,2938,2862,2787,-0.010509036889919332,3521,3340,3231,3114,2936,2838,2740,2680,2599,2536,2447,-0.03397692516163808
133078,Tokyo,Hionohara,西多摩郡檜原村,961,962,1923,228,220,192,184,196,188,185,192,183,179,169,-0.028878027749956403,308,298,279,271,254,232,218,204,197,183,164,-0.06420473656373338
133086,Tokyo,Okutama,西多摩郡奥多摩町,2221,2271,4492,500,491,476,489,505,488,495,488,460,438,416,-0.018249083461453597,660,627,614,621,594,580,603,574,556,532,509,-0.02290021949961063
133612,Tokyo,Oshima,大島町,3556,3257,6813,1363,1361,1320,1296,1246,1226,1163,1127,1101,1065,1026,-0.03090696863802289,1296,1249,1193,1155,1136,1090,1085,1040,1028,1010,973,-0.027364661431310222
133621,Tokyo,Rishima,利島村,161,139,300,51,56,59,61,66,65,52,62,56,53,52,-0.008200410804553804,80,80,76,81,78,71,65,71,73,79,64,-0.024488888020923416
133639,Tokyo,Nijima,新島村,1186,1229,2415,413,405,395,385,383,386,374,347,325,313,312,-0.02857100194557216,476,453,421,412,406,399,374,370,354,346,343,-0.03043411911876681
133647,Tokyo,Kozushima,神津島村,898,839,1737,352,370,352,359,372,379,362,359,345,331,315,-0.017722232701022467,358,333,324,334,329,342,331,326,298,290,287,-0.016382137274912778
133817,Tokyo,Miyake,三宅村,1228,983,2211,290,265,266,271,278,273,272,284,280,277,276,0.004529230513122373,479,450,450,442,437,422,430,419,391,393,372,-0.020928312866334897
133825,Tokyo,Okurasima,御蔵島村,163,139,302,59,63,59,66,68,66,63,60,56,55,58,-0.009145888021753867,95,101,96,103,97,94,90,81,73,69,74,-0.03397127939598443
134015,Tokyo,Hchijo,八丈町,3419,3419,6838,1161,1161,1140,1103,1077,1055,1038,1024,1003,986,977,-0.018989640029848154,1152,1117,1085,1086,1096,1062,1015,1009,1000,1007,966,-0.016008038972487038
134023,Tokyo,Aogashima,青ヶ島村,93,67,160,25,24,21,25,22,24,23,18,19,17,17,-0.03759085260081729,44,42,41,41,39,47,50,59,53,51,47,0.012575974487252006
134210,Tokyo,Ogasawara,小笠原村,1412,1084,2496,525,521,508,526,525,518,503,484,484,503,465,-0.0125552541597157,671,709,680,694,675,675,633,614,620,589,542,-0.029402366858412687
141003,Kanagawa,Yokohama,横浜市,1857643,1895755,3753398,652940,650736,646625,640340,634151,626933,617623,608786,599836,590414,580349,-0.012638826533539094,910773,893889,879860,867257,862547,860450,858531,852733,851704,852602,856223,-0.004771994366517762
141011,Kanagawa,Tsurumi,横浜市鶴見区,152880,143067,295947,49814,50169,50489,50545,50589,50268,49574,48714,47973,47181,46540,-0.00830808971374275,78668,77461,76997,76690,76888,77310,76926,75362,74889,75476,77122,-0.000487214640855993
141020,Kanagawa,Kanagawa,横浜市神奈川区,123819,122013,245832,36459,36842,36845,36980,37142,37154,36855,36513,36450,35975,35483,-0.004167380069259097,65278,65313,64946,64784,64822,65253,65519,65458,66040,66451,67978,0.004453557271665964
141038,Kanagawa,Nishi,横浜市西区,53235,52953,106188,13897,14018,14202,14461,14818,15153,15028,14875,14881,14803,14699,0.005284720261906406,29132,28933,28128,28173,28964,29485,29464,29061,29573,29959,30473,0.005778658341081044
141046,Kanagawa,Naka,横浜市中区,80137,75229,155366,21915,22043,22101,22057,21834,21644,21252,20754,20490,20300,20136,-0.010003609165985194,36862,36489,35910,35218,34747,34708,34843,34028,34366,35050,36158,-0.0010120010306140514
141054,Kanagawa,Minami,横浜市南区,100111,100475,200586,28919,28785,28550,28244,27985,27708,27085,26340,25938,25732,25458,-0.013554453407154443,48019,47439,47013,46912,47150,47176,47145,47229,47847,49278,49820,0.005456145800101231
141062,Kanagawa,Hodogaya,横浜市保土ケ谷区,100254,102452,202706,33421,33116,33198,32779,32177,31643,31171,30539,30139,29683,29142,-0.01410361190098064,48653,48089,48242,47859,47005,47265,47130,46568,46305,46568,46604,-0.003479165448280974
141071,Kanagawa,Isogo,横浜市磯子区,81489,84097,165586,26831,27225,27139,27065,27158,26879,26466,26129,25725,25382,24987,-0.009485831743298756,38869,38565,37926,37290,36934,36406,35989,35501,34813,34349,33898,-0.014229907775487827
141089,Kanagawa,Kanazawa,横浜市金沢区,93799,98210,192009,34541,33949,33521,33049,32371,31632,30968,30365,29472,28678,27871,-0.021680706548432238,44592,42955,41880,40835,40115,39350,38832,38188,37735,37011,36824,-0.01696590242189555
141097,Kanagawa,Kohoku,横浜市港北区,177988,180177,358165,57382,57670,58178,58353,58528,58125,58012,57847,57879,57504,57239,-0.0008331664341814093,99410,98008,96649,95483,95313,95658,96138,95752,96503,96439,97475,-0.0006057245995414462
141101,Kanagawa,Totsuka,横浜市戸塚区,137833,143013,280846,51626,51515,51338,51077,51003,50888,50276,49734,48951,48207,47327,-0.009377099350611151,64596,62861,61619,60757,60900,60518,60238,59862,59323,59022,58503,-0.007951320192978173
141119,Kanagawa,Konan,横浜市港南区,102446,109023,211469,36775,36299,35621,34963,34478,33985,33464,33169,32719,32333,31450,-0.015806107990022578,47597,46110,44840,44023,43803,43689,43485,43502,42989,42644,42113,-0.010024237314018136
141127,Kanagawa,Asahi,横浜市旭区,117796,124158,241954,42648,42195,41734,41056,40542,40038,39291,38568,37960,37227,36735,-0.015278935617416889,54006,52658,51548,50580,50299,49707,49107,48445,48264,48178,48114,-0.009977114908848117
141135,Kanagawa,Midori,横浜市緑区,89476,92082,181558,34170,34156,33897,33558,33118,32875,32436,32005,31352,30860,30197,-0.013595149109518201,43309,42686,42091,41360,41179,41046,41010,40803,40563,40584,40433,-0.006006854541441342
141143,Kanagawa,Seya,横浜市瀬谷区,59556,62175,121731,23693,23338,23017,22512,21812,21275,20722,20142,19650,19186,18849,-0.02345641602113091,28020,27089,26433,25873,25430,25031,25082,25153,25254,25480,25607,-0.006231833277312249
141151,Kanagawa,Sakae,横浜市栄区,58640,62043,120683,21444,21237,20821,20542,20190,19768,19464,19282,18967,18664,18226,-0.01684493239456586,26083,24917,24076,23398,22736,22472,22320,22615,22962,23061,22987,-0.008917937489208216
141160,Kanagawa,Izumi,横浜市泉区,73833,77223,151056,28121,27747,27355,26827,26230,25685,25248,24890,24483,23951,23505,-0.01826606697609212,33757,32586,31843,31131,30678,30239,30136,30082,29813,29640,29872,-0.009615820744993453
141178,Kanagawa,Aoba,横浜市青葉区,148149,158811,306960,61401,60846,60108,59070,57850,56760,55710,54894,53877,52632,51509,-0.018339691032618233,73273,71823,70419,68817,68130,67487,67709,67450,66719,65740,65076,-0.010901140678472143
141186,Kanagawa,Tsuzuki,横浜市都筑区,106202,108554,214756,49883,49586,48511,47202,46326,45453,44601,44026,42930,42116,40996,-0.020915291818571657,50649,49907,49300,48074,47454,47650,47458,47674,47746,47672,47166,-0.0062567864411244845
141305,Kanagawa,Kawasaki,川崎市,775836,759305,1535141,253308,255214,256526,257110,257190,257410,255478,252328,248889,246245,242382,-0.005715538790464825,420744,418672,417073,417061,416649,418921,418763,416534,416569,418412,422655,0.0010526031862936325
141313,Kanagawa,Kawasaki,川崎市川崎区,126425,107462,233887,35232,35824,35845,35963,35770,35625,34907,33882,33203,32769,32182,-0.011841637114818893,62454,62941,63768,64876,65345,65755,65303,64326,64332,65128,66342,0.005864395425740687
141321,Kanagawa,Saiwai,川崎市幸区,88963,85845,174808,27197,27752,28171,28713,29095,29731,29810,29778,29634,29632,29571,0.007078965105079327,44829,44897,44959,45504,44921,46253,45810,45166,45042,45231,46159,0.0030848573891517628
141330,Kanagawa,Nakahara,川崎市中原区,132648,131083,263731,40868,41726,42537,43090,43872,44437,44428,43956,43516,42819,42087,0.0009576214154349838,81562,81702,81505,81560,82185,82666,82663,82231,82494,82989,83909,0.002965989525513857
141348,Kanagawa,Takatsu,川崎市高津区,115952,116005,231957,39761,40186,40235,40201,40105,39862,39389,38914,38253,37697,36852,-0.009577043532900564,67645,67467,66180,65551,64749,64412,64418,64090,63412,64071,64569,-0.004866361816848741
141356,Kanagawa,Tama,川崎市多摩区,110999,107534,218533,33621,33361,33205,32898,32502,32295,31981,31689,31409,31349,31215,-0.007360423376375991,63311,63041,62848,62575,63195,64157,65100,65881,66523,67042,68287,0.008921125180650025
141364,Kanagawa,Miyamae,川崎市宮前区,114539,119710,234249,44154,43949,44086,43944,43663,43469,43263,42834,42170,41765,40965,-0.0077819875604377975,58710,57433,57157,56902,56151,55549,55291,54805,54830,54346,53947,-0.006933293919229255
141372,Kanagawa,Asao,川崎市麻生区,86310,91666,177976,32475,32416,32447,32301,32183,31991,31700,31275,30704,30214,29510,-0.01038161723701203,42233,41191,40656,40093,40103,40129,40178,40035,39936,39605,39442,-0.004809347596322011
141500,Kanagawa,Sagamihara,相模原市,358771,357723,716494,125732,124859,123350,121993,120340,118437,116353,114491,112809,110620,108727,-0.015254119868459481,177081,173145,169391,166863,164216,162241,160909,159965,159686,158802,158012,-0.010110586892821294
141518,Kanagawa,Midori,相模原市緑区,83451,82321,165772,30518,30143,29640,29034,28491,27770,26992,26364,25781,25078,24429,-0.023082947050434788,41853,40698,39471,38411,37459,36368,35799,35317,34922,34355,34081,-0.01952235588886908
141526,Kanagawa,Chuo,相模原市中央区,137027,134835,271862,49179,48960,48287,47769,47173,46498,45685,44892,44219,43304,42495,-0.015612094052609549,66088,64928,63854,63082,62054,61492,60995,60429,60519,60445,60059,-0.008623882613514322
141534,Kanagawa,Minami,相模原市南区,138293,140567,278860,46035,45756,45423,45190,44676,44169,43676,43235,42809,42238,41803,-0.00998919801715037,69140,67519,66066,65370,64703,64381,64115,64219,64245,64002,63872,-0.0061507792612163215
142018,Kanagawa,Yokosuka,横須賀市,188643,190398,379041,69908,68740,67709,66237,64857,63435,61564,59612,57807,56027,54094,-0.02627184002360594,89563,86171,83782,81659,79602,77433,75934,74527,73013,71558,70558,-0.02196611138685256
142034,Kanagawa,Hiratsuka,平塚市,128048,128501,256549,45286,44727,44123,43819,43126,42568,41828,40964,40296,39634,38740,-0.015840387806729472,58600,56871,55886,54950,53817,52959,52299,51660,51456,52089,52196,-0.00948579898257329
142042,Kanagawa,Kamakura,鎌倉市,82577,91958,174535,28542,28628,28494,28251,28195,27948,27722,27500,27106,26595,26134,-0.010076456796570876,34212,32842,31792,31290,30659,30255,30516,30340,30104,29618,29108,-0.013321049322154721
142051,Kanagawa,Fujisawa,藤沢市,220078,224963,445041,78185,78923,79141,78925,79004,78924,78570,78406,78117,77126,75969,-0.004229622209031558,100816,99316,97777,96456,95590,94866,95105,95955,95760,94939,94407,-0.0056165526392516485
142069,Kanagawa,Odawara,小田原市,90919,95545,186464,33018,32603,32002,31403,30764,30137,29434,28753,28122,27477,26922,-0.021048707779376175,42472,41224,40410,39493,38579,38028,37343,36994,36787,36469,36248,-0.01419127467443182
142077,Kanagawa,Chigasaki,茅ヶ崎市,120290,127055,247345,44447,44380,44398,44127,44149,43591,43069,42799,42477,42187,41667,-0.006984325312763939,53812,52366,51107,50343,49439,48447,48100,48368,48050,48157,47504,-0.010768665794943733
142085,Kanagawa,Zushi,逗子市,27150,30677,57827,9861,9754,9799,9716,9580,9519,9430,9264,9159,9018,8762,-0.011846303196014651,10898,10684,10440,10152,9830,9668,9596,9540,9308,9128,8851,-0.020695823163699
142107,Kanagawa,Miura,三浦市,19343,20499,39842,6512,6328,6113,5873,5643,5399,5207,5040,4850,4639,4473,-0.03781372285879547,8542,8179,7797,7480,7134,6837,6619,6468,6277,6123,5933,-0.03504238483792266
142115,Kanagawa,Hadano,秦野市,79592,78981,158573,28485,28126,27619,27051,26512,26014,25353,24685,24253,23717,23099,-0.021640748143646804,37962,36532,35243,34256,33411,32601,31904,31239,31019,30903,30693,-0.01916442345709335
142123,Kanagawa,Atsugi,厚木市,115364,108060,223424,41074,40808,40356,39756,38928,38016,37302,36519,35887,35139,34399,-0.018804355106608606,56449,54844,53518,52675,51627,50612,49680,49311,49674,49734,49759,-0.010753039331749203
142131,Kanagawa,Yamato,大和市,122451,123299,245750,41336,41271,41105,41035,40481,40259,39888,40002,39898,39730,39424,-0.005074338075668261,59264,58238,57198,56683,56294,56928,57257,57718,58446,58352,58704,0.0008859260868354646
142140,Kanagawa,Isehara,伊勢原市,50705,49111,99816,17819,17725,17533,17348,17068,16722,16355,15967,15717,15503,15113,-0.017557458705868223,24514,24146,23886,23721,23592,23113,22836,22520,22633,22843,22753,-0.006580666404030655
142158,Kanagawa,Ebina,海老名市,70753,70010,140763,24317,24253,24185,24139,24122,24196,24245,24017,24128,23946,23928,-0.0014978770323118562,31454,30778,30268,30053,30431,30565,30890,31121,31887,32041,32440,0.005860671395705452
142166,Kanagawa,Zama,座間市,65724,65495,131219,22517,22246,22048,21741,21528,21197,20954,20722,20425,20109,19760,-0.013080642162787148,31017,30183,29580,29307,29166,29267,29076,28604,28438,28197,28149,-0.007721922911247736
142174,Kanagawa,Minamiashigara,南足柄市,19697,20467,40164,7789,7680,7469,7247,6997,6804,6487,6273,6076,5869,5638,-0.03376031120059697,9081,8671,8392,8205,7943,7589,7348,7157,7063,6902,6789,-0.02682048633865275
142182,Kanagawa,Ayase,綾瀬市,42914,41038,83952,16340,16152,15970,15690,15652,15536,15238,14981,14799,14587,14188,-0.014302001111617835,19787,19128,18526,18271,18056,17914,17591,17317,17495,17493,17663,-0.008814387271280255
143014,Kanagawa,Miurahayama,三浦郡葉山町,15006,16807,31813,6007,6098,6064,6030,5936,5870,5824,5750,5625,5495,5312,-0.015215548707722903,5625,5396,5200,4957,4864,4659,4516,4424,4301,4177,4053,-0.031299760811920097
143219,Kanagawa,Samukawa,高座郡寒川町,24933,24064,48997,8788,8848,8741,8755,8699,8678,8600,8531,8427,8372,8249,-0.007758574990834655,11521,11317,11092,10742,10531,10295,10314,10274,10187,10205,10156,-0.011954784246778538
143413,Kanagawa,Oiso,中郡大磯町,15514,16243,31757,5364,5339,5292,5280,5186,5142,5069,4970,4891,4843,4718,-0.013645312459366177,6111,5887,5788,5634,5439,5295,5200,4953,4867,4683,4563,-0.027910459275805932
143421,Kanagawa,Ninomiya,中郡二宮町,13280,14135,27415,4652,4527,4449,4321,4256,4162,4060,3979,3871,3801,3681,-0.022723944568802334,5600,5411,5246,5116,4990,4823,4660,4575,4413,4320,4262,-0.026173097633271802
143618,Kanagawa,Nakai,足柄上郡中井町,4497,4404,8901,1595,1548,1488,1462,1437,1391,1320,1273,1231,1179,1129,-0.03446233360603257,1960,1885,1870,1772,1686,1625,1564,1479,1499,1456,1476,-0.026810930279438816
143626,Kanagawa,Oi,足柄上郡大井町,8574,8852,17426,3453,3390,3325,3216,3138,3089,2975,2939,2872,2867,2793,-0.021293754512162644,3685,3484,3349,3373,3340,3360,3335,3331,3326,3367,3379,-0.0033943651018760734
143634,Kanagawa,Matsuda,足柄上郡松田町,5137,5282,10419,1702,1657,1637,1593,1578,1547,1472,1415,1374,1371,1320,-0.02494764434300034,2294,2268,2188,2161,2124,2083,2009,1940,1899,1834,1834,-0.023323590630945357
143642,Kanagawa,Yamakita,足柄上郡山北町,4561,4702,9263,1603,1530,1468,1386,1320,1262,1217,1177,1123,1086,1034,-0.04260286593054352,2127,2007,1871,1771,1650,1580,1514,1456,1412,1372,1324,-0.04516850716819176
143669,Kanagawa,Kaisei,足柄上郡開成町,9047,9519,18566,3492,3510,3541,3588,3644,3667,3687,3697,3638,3627,3563,0.0016665926851691104,3675,3640,3708,3645,3688,3741,3754,3688,3743,3717,3633,-0.00021385806350182612
143821,Kanagawa,Hakone,足柄下郡箱根町,5203,5632,10835,1482,1411,1378,1351,1280,1196,1109,1017,939,930,913,-0.047217544357673,2624,2449,2446,2533,2452,2485,2441,2456,2519,2698,2792,0.014670843150154766
143839,Kanagawa,Manazuru,足柄下郡真鶴町,3065,3488,6553,934,883,856,808,788,746,714,684,649,613,577,-0.04617578123041233,1211,1150,1105,1071,1027,977,943,900,878,843,788,-0.04113225771608764
143847,Kanagawa,Yugawara,足柄下郡湯河原町,10893,12290,23183,3677,3512,3389,3211,3044,2915,2752,2624,2508,2376,2246,-0.04845712753581877,4398,4120,3923,3867,3760,3558,3483,3417,3404,3372,3331,-0.02334329673640978
144011,Kanagawa,Aikawa,愛甲郡愛川町,20624,18753,39377,7193,7060,6862,6751,6540,6297,6081,5853,5716,5603,5433,-0.028686455318201798,8956,8697,8540,8370,8093,7992,7901,7788,7810,7795,7867,-0.011082722766714181
144029,Kanagawa,Kiyokawa,愛甲郡清川村,1402,1314,2716,440,443,430,428,434,431,421,404,387,366,340,-0.02897463026717262,592,553,533,485,487,457,427,413,415,395,380,-0.04083044573791628
